timestamp,namespace,pod_name,container_name,container_role,cpu_usage,memory_usage
2026-05-16T12:22:37.199208+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-2-5d44997c7d-59gpm,inference,app,222m,290Mi
2026-05-16T12:22:37.199208+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-2-5d44997c7d-59gpm,istio-proxy,istio-proxy,21m,40Mi
2026-05-16T12:22:42.626085+00:00,aks-istio-system,istiod-asm-1-29-75c9d9c6bd-hcft8,discovery,app,4m,60Mi
2026-05-16T12:22:42.626085+00:00,aks-istio-system,istiod-asm-1-29-75c9d9c6bd-s7bcs,discovery,app,3m,55Mi
2026-05-16T12:22:42.626085+00:00,kube-system,azure-ip-masq-agent-tdcnl,azure-ip-masq-agent,app,1m,15Mi
2026-05-16T12:22:42.626085+00:00,kube-system,azure-ip-masq-agent-tgb4w,azure-ip-masq-agent,app,1m,13Mi
2026-05-16T12:22:42.626085+00:00,kube-system,cloud-node-manager-7pw2t,cloud-node-manager,app,1m,21Mi
2026-05-16T12:22:42.626085+00:00,kube-system,cloud-node-manager-gpbxc,cloud-node-manager,app,1m,21Mi
2026-05-16T12:22:42.626085+00:00,kube-system,coredns-56cdfd466c-f87t7,coredns,app,3m,33Mi
2026-05-16T12:22:42.626085+00:00,kube-system,coredns-56cdfd466c-nvmq4,coredns,app,2m,32Mi
2026-05-16T12:22:42.626085+00:00,kube-system,coredns-autoscaler-7b4685fdfc-6sznb,autoscaler,app,1m,14Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azuredisk-node-84w5n,azuredisk,app,1m,19Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azuredisk-node-84w5n,liveness-probe,app,1m,18Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azuredisk-node-84w5n,node-driver-registrar,app,1m,16Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azuredisk-node-l7mlx,azuredisk,app,1m,19Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azuredisk-node-l7mlx,liveness-probe,app,1m,16Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azuredisk-node-l7mlx,node-driver-registrar,app,1m,10Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azurefile-node-9rsrs,azfilesrefresh,app,3m,41Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azurefile-node-9rsrs,azurefile,app,1m,22Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azurefile-node-9rsrs,liveness-probe,app,1m,17Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azurefile-node-9rsrs,node-driver-registrar,app,1m,14Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azurefile-node-sfth7,azfilesrefresh,app,3m,41Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azurefile-node-sfth7,azurefile,app,1m,21Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azurefile-node-sfth7,liveness-probe,app,1m,13Mi
2026-05-16T12:22:42.626085+00:00,kube-system,csi-azurefile-node-sfth7,node-driver-registrar,app,1m,12Mi
2026-05-16T12:22:42.626085+00:00,kube-system,konnectivity-agent-646b655cfc-8b9wj,konnectivity-agent,app,3m,25Mi
2026-05-16T12:22:42.626085+00:00,kube-system,konnectivity-agent-646b655cfc-xlzkp,konnectivity-agent,app,3m,27Mi
2026-05-16T12:22:42.626085+00:00,kube-system,konnectivity-agent-autoscaler-95f4794f-j5m9r,autoscaler,app,1m,12Mi
2026-05-16T12:22:42.626085+00:00,kube-system,kube-proxy-9pjb8,kube-proxy,app,2m,37Mi
2026-05-16T12:22:42.626085+00:00,kube-system,kube-proxy-w4zbl,kube-proxy,app,3m,29Mi
2026-05-16T12:22:42.626085+00:00,kube-system,metrics-server-5f5fbb69b-56cz7,metrics-server,app,3m,28Mi
2026-05-16T12:22:42.626085+00:00,kube-system,metrics-server-5f5fbb69b-56cz7,metrics-server-vpa,app,1m,14Mi
2026-05-16T12:22:42.626085+00:00,kube-system,metrics-server-5f5fbb69b-w5njw,metrics-server,app,3m,28Mi
2026-05-16T12:22:42.626085+00:00,kube-system,metrics-server-5f5fbb69b-w5njw,metrics-server-vpa,app,1m,16Mi
2026-05-16T12:22:42.626085+00:00,rq21-ab-c2-client,benchmark-client,client,app,108m,2Mi
2026-05-16T12:22:42.626085+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-1-75998f866d-k988j,inference,app,235m,235Mi
2026-05-16T12:22:42.626085+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-1-75998f866d-k988j,istio-proxy,istio-proxy,26m,41Mi
2026-05-16T12:22:42.626085+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-2-5d44997c7d-59gpm,inference,app,222m,290Mi
2026-05-16T12:22:42.626085+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-2-5d44997c7d-59gpm,istio-proxy,istio-proxy,21m,40Mi
2026-05-16T12:22:48.056863+00:00,aks-istio-system,istiod-asm-1-29-75c9d9c6bd-hcft8,discovery,app,4m,60Mi
2026-05-16T12:22:48.056863+00:00,aks-istio-system,istiod-asm-1-29-75c9d9c6bd-s7bcs,discovery,app,3m,55Mi
2026-05-16T12:22:48.056863+00:00,kube-system,azure-ip-masq-agent-tdcnl,azure-ip-masq-agent,app,1m,15Mi
2026-05-16T12:22:48.056863+00:00,kube-system,azure-ip-masq-agent-tgb4w,azure-ip-masq-agent,app,1m,13Mi
2026-05-16T12:22:48.056863+00:00,kube-system,cloud-node-manager-7pw2t,cloud-node-manager,app,1m,21Mi
2026-05-16T12:22:48.056863+00:00,kube-system,cloud-node-manager-gpbxc,cloud-node-manager,app,1m,21Mi
2026-05-16T12:22:48.056863+00:00,kube-system,coredns-56cdfd466c-f87t7,coredns,app,3m,33Mi
2026-05-16T12:22:48.056863+00:00,kube-system,coredns-56cdfd466c-nvmq4,coredns,app,2m,32Mi
2026-05-16T12:22:48.056863+00:00,kube-system,coredns-autoscaler-7b4685fdfc-6sznb,autoscaler,app,1m,14Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azuredisk-node-84w5n,azuredisk,app,1m,19Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azuredisk-node-84w5n,liveness-probe,app,1m,18Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azuredisk-node-84w5n,node-driver-registrar,app,1m,16Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azuredisk-node-l7mlx,azuredisk,app,1m,19Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azuredisk-node-l7mlx,liveness-probe,app,1m,16Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azuredisk-node-l7mlx,node-driver-registrar,app,1m,10Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azurefile-node-9rsrs,azfilesrefresh,app,3m,41Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azurefile-node-9rsrs,azurefile,app,1m,22Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azurefile-node-9rsrs,liveness-probe,app,1m,17Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azurefile-node-9rsrs,node-driver-registrar,app,1m,14Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azurefile-node-sfth7,azfilesrefresh,app,3m,41Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azurefile-node-sfth7,azurefile,app,1m,21Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azurefile-node-sfth7,liveness-probe,app,1m,13Mi
2026-05-16T12:22:48.056863+00:00,kube-system,csi-azurefile-node-sfth7,node-driver-registrar,app,1m,12Mi
2026-05-16T12:22:48.056863+00:00,kube-system,konnectivity-agent-646b655cfc-8b9wj,konnectivity-agent,app,3m,25Mi
2026-05-16T12:22:48.056863+00:00,kube-system,konnectivity-agent-646b655cfc-xlzkp,konnectivity-agent,app,3m,27Mi
2026-05-16T12:22:48.056863+00:00,kube-system,konnectivity-agent-autoscaler-95f4794f-j5m9r,autoscaler,app,1m,12Mi
2026-05-16T12:22:48.056863+00:00,kube-system,kube-proxy-9pjb8,kube-proxy,app,2m,37Mi
2026-05-16T12:22:48.056863+00:00,kube-system,kube-proxy-w4zbl,kube-proxy,app,3m,29Mi
2026-05-16T12:22:48.056863+00:00,kube-system,metrics-server-5f5fbb69b-56cz7,metrics-server,app,3m,28Mi
2026-05-16T12:22:48.056863+00:00,kube-system,metrics-server-5f5fbb69b-56cz7,metrics-server-vpa,app,1m,14Mi
2026-05-16T12:22:48.056863+00:00,kube-system,metrics-server-5f5fbb69b-w5njw,metrics-server,app,3m,28Mi
2026-05-16T12:22:48.056863+00:00,kube-system,metrics-server-5f5fbb69b-w5njw,metrics-server-vpa,app,1m,16Mi
2026-05-16T12:22:48.056863+00:00,rq21-ab-c2-client,benchmark-client,client,app,108m,2Mi
2026-05-16T12:22:48.056863+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-1-75998f866d-k988j,inference,app,235m,235Mi
2026-05-16T12:22:48.056863+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-1-75998f866d-k988j,istio-proxy,istio-proxy,26m,41Mi
2026-05-16T12:22:48.056863+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-2-5d44997c7d-59gpm,inference,app,222m,290Mi
2026-05-16T12:22:48.056863+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-2-5d44997c7d-59gpm,istio-proxy,istio-proxy,21m,40Mi
2026-05-16T12:22:53.463361+00:00,aks-istio-system,istiod-asm-1-29-75c9d9c6bd-hcft8,discovery,app,4m,60Mi
2026-05-16T12:22:53.463361+00:00,aks-istio-system,istiod-asm-1-29-75c9d9c6bd-s7bcs,discovery,app,3m,55Mi
2026-05-16T12:22:53.463361+00:00,kube-system,azure-ip-masq-agent-tdcnl,azure-ip-masq-agent,app,1m,15Mi
2026-05-16T12:22:53.463361+00:00,kube-system,azure-ip-masq-agent-tgb4w,azure-ip-masq-agent,app,1m,13Mi
2026-05-16T12:22:53.463361+00:00,kube-system,cloud-node-manager-7pw2t,cloud-node-manager,app,1m,21Mi
2026-05-16T12:22:53.463361+00:00,kube-system,cloud-node-manager-gpbxc,cloud-node-manager,app,1m,21Mi
2026-05-16T12:22:53.463361+00:00,kube-system,coredns-56cdfd466c-f87t7,coredns,app,3m,33Mi
2026-05-16T12:22:53.463361+00:00,kube-system,coredns-56cdfd466c-nvmq4,coredns,app,2m,32Mi
2026-05-16T12:22:53.463361+00:00,kube-system,coredns-autoscaler-7b4685fdfc-6sznb,autoscaler,app,1m,14Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azuredisk-node-84w5n,azuredisk,app,1m,19Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azuredisk-node-84w5n,liveness-probe,app,1m,18Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azuredisk-node-84w5n,node-driver-registrar,app,1m,16Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azuredisk-node-l7mlx,azuredisk,app,1m,19Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azuredisk-node-l7mlx,liveness-probe,app,1m,16Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azuredisk-node-l7mlx,node-driver-registrar,app,1m,10Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azurefile-node-9rsrs,azfilesrefresh,app,3m,41Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azurefile-node-9rsrs,azurefile,app,1m,22Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azurefile-node-9rsrs,liveness-probe,app,1m,17Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azurefile-node-9rsrs,node-driver-registrar,app,1m,14Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azurefile-node-sfth7,azfilesrefresh,app,3m,41Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azurefile-node-sfth7,azurefile,app,1m,21Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azurefile-node-sfth7,liveness-probe,app,1m,13Mi
2026-05-16T12:22:53.463361+00:00,kube-system,csi-azurefile-node-sfth7,node-driver-registrar,app,1m,12Mi
2026-05-16T12:22:53.463361+00:00,kube-system,konnectivity-agent-646b655cfc-8b9wj,konnectivity-agent,app,3m,25Mi
2026-05-16T12:22:53.463361+00:00,kube-system,konnectivity-agent-646b655cfc-xlzkp,konnectivity-agent,app,3m,27Mi
2026-05-16T12:22:53.463361+00:00,kube-system,konnectivity-agent-autoscaler-95f4794f-j5m9r,autoscaler,app,1m,12Mi
2026-05-16T12:22:53.463361+00:00,kube-system,kube-proxy-9pjb8,kube-proxy,app,2m,37Mi
2026-05-16T12:22:53.463361+00:00,kube-system,kube-proxy-w4zbl,kube-proxy,app,3m,29Mi
2026-05-16T12:22:53.463361+00:00,kube-system,metrics-server-5f5fbb69b-56cz7,metrics-server,app,3m,28Mi
2026-05-16T12:22:53.463361+00:00,kube-system,metrics-server-5f5fbb69b-56cz7,metrics-server-vpa,app,1m,14Mi
2026-05-16T12:22:53.463361+00:00,kube-system,metrics-server-5f5fbb69b-w5njw,metrics-server,app,3m,28Mi
2026-05-16T12:22:53.463361+00:00,kube-system,metrics-server-5f5fbb69b-w5njw,metrics-server-vpa,app,1m,16Mi
2026-05-16T12:22:53.463361+00:00,rq21-ab-c2-client,benchmark-client,client,app,108m,2Mi
2026-05-16T12:22:53.463361+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-1-75998f866d-k988j,inference,app,235m,235Mi
2026-05-16T12:22:53.463361+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-1-75998f866d-k988j,istio-proxy,istio-proxy,26m,41Mi
2026-05-16T12:22:53.463361+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-2-5d44997c7d-59gpm,inference,app,222m,290Mi
2026-05-16T12:22:53.463361+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-2-5d44997c7d-59gpm,istio-proxy,istio-proxy,21m,40Mi
2026-05-16T12:22:58.870648+00:00,aks-istio-system,istiod-asm-1-29-75c9d9c6bd-hcft8,discovery,app,4m,60Mi
2026-05-16T12:22:58.870648+00:00,aks-istio-system,istiod-asm-1-29-75c9d9c6bd-s7bcs,discovery,app,3m,55Mi
2026-05-16T12:22:58.870648+00:00,kube-system,azure-ip-masq-agent-tdcnl,azure-ip-masq-agent,app,1m,15Mi
2026-05-16T12:22:58.870648+00:00,kube-system,azure-ip-masq-agent-tgb4w,azure-ip-masq-agent,app,1m,13Mi
2026-05-16T12:22:58.870648+00:00,kube-system,cloud-node-manager-7pw2t,cloud-node-manager,app,1m,21Mi
2026-05-16T12:22:58.870648+00:00,kube-system,cloud-node-manager-gpbxc,cloud-node-manager,app,1m,21Mi
2026-05-16T12:22:58.870648+00:00,kube-system,coredns-56cdfd466c-f87t7,coredns,app,3m,33Mi
2026-05-16T12:22:58.870648+00:00,kube-system,coredns-56cdfd466c-nvmq4,coredns,app,2m,32Mi
2026-05-16T12:22:58.870648+00:00,kube-system,coredns-autoscaler-7b4685fdfc-6sznb,autoscaler,app,1m,14Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azuredisk-node-84w5n,azuredisk,app,1m,19Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azuredisk-node-84w5n,liveness-probe,app,1m,18Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azuredisk-node-84w5n,node-driver-registrar,app,1m,16Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azuredisk-node-l7mlx,azuredisk,app,1m,19Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azuredisk-node-l7mlx,liveness-probe,app,1m,16Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azuredisk-node-l7mlx,node-driver-registrar,app,1m,10Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azurefile-node-9rsrs,azfilesrefresh,app,3m,41Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azurefile-node-9rsrs,azurefile,app,1m,22Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azurefile-node-9rsrs,liveness-probe,app,1m,17Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azurefile-node-9rsrs,node-driver-registrar,app,1m,14Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azurefile-node-sfth7,azfilesrefresh,app,3m,41Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azurefile-node-sfth7,azurefile,app,1m,21Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azurefile-node-sfth7,liveness-probe,app,1m,13Mi
2026-05-16T12:22:58.870648+00:00,kube-system,csi-azurefile-node-sfth7,node-driver-registrar,app,1m,12Mi
2026-05-16T12:22:58.870648+00:00,kube-system,konnectivity-agent-646b655cfc-8b9wj,konnectivity-agent,app,3m,25Mi
2026-05-16T12:22:58.870648+00:00,kube-system,konnectivity-agent-646b655cfc-xlzkp,konnectivity-agent,app,3m,27Mi
2026-05-16T12:22:58.870648+00:00,kube-system,konnectivity-agent-autoscaler-95f4794f-j5m9r,autoscaler,app,1m,12Mi
2026-05-16T12:22:58.870648+00:00,kube-system,kube-proxy-9pjb8,kube-proxy,app,2m,37Mi
2026-05-16T12:22:58.870648+00:00,kube-system,kube-proxy-w4zbl,kube-proxy,app,3m,29Mi
2026-05-16T12:22:58.870648+00:00,kube-system,metrics-server-5f5fbb69b-56cz7,metrics-server,app,3m,28Mi
2026-05-16T12:22:58.870648+00:00,kube-system,metrics-server-5f5fbb69b-56cz7,metrics-server-vpa,app,1m,14Mi
2026-05-16T12:22:58.870648+00:00,kube-system,metrics-server-5f5fbb69b-w5njw,metrics-server,app,3m,28Mi
2026-05-16T12:22:58.870648+00:00,kube-system,metrics-server-5f5fbb69b-w5njw,metrics-server-vpa,app,1m,16Mi
2026-05-16T12:22:58.870648+00:00,rq21-ab-c2-client,benchmark-client,client,app,108m,2Mi
2026-05-16T12:22:58.870648+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-1-75998f866d-k988j,inference,app,235m,235Mi
2026-05-16T12:22:58.870648+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-1-75998f866d-k988j,istio-proxy,istio-proxy,26m,41Mi
2026-05-16T12:22:58.870648+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-2-5d44997c7d-59gpm,inference,app,222m,290Mi
2026-05-16T12:22:58.870648+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-2-5d44997c7d-59gpm,istio-proxy,istio-proxy,21m,40Mi
2026-05-16T12:23:04.270855+00:00,aks-istio-system,istiod-asm-1-29-75c9d9c6bd-hcft8,discovery,app,4m,60Mi
2026-05-16T12:23:04.270855+00:00,aks-istio-system,istiod-asm-1-29-75c9d9c6bd-s7bcs,discovery,app,3m,55Mi
2026-05-16T12:23:04.270855+00:00,kube-system,azure-ip-masq-agent-tdcnl,azure-ip-masq-agent,app,1m,15Mi
2026-05-16T12:23:04.270855+00:00,kube-system,azure-ip-masq-agent-tgb4w,azure-ip-masq-agent,app,1m,13Mi
2026-05-16T12:23:04.270855+00:00,kube-system,cloud-node-manager-7pw2t,cloud-node-manager,app,1m,21Mi
2026-05-16T12:23:04.270855+00:00,kube-system,cloud-node-manager-gpbxc,cloud-node-manager,app,1m,21Mi
2026-05-16T12:23:04.270855+00:00,kube-system,coredns-56cdfd466c-f87t7,coredns,app,3m,33Mi
2026-05-16T12:23:04.270855+00:00,kube-system,coredns-56cdfd466c-nvmq4,coredns,app,2m,32Mi
2026-05-16T12:23:04.270855+00:00,kube-system,coredns-autoscaler-7b4685fdfc-6sznb,autoscaler,app,1m,14Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azuredisk-node-84w5n,azuredisk,app,1m,19Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azuredisk-node-84w5n,liveness-probe,app,1m,18Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azuredisk-node-84w5n,node-driver-registrar,app,1m,16Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azuredisk-node-l7mlx,azuredisk,app,1m,19Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azuredisk-node-l7mlx,liveness-probe,app,1m,16Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azuredisk-node-l7mlx,node-driver-registrar,app,1m,10Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azurefile-node-9rsrs,azfilesrefresh,app,3m,41Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azurefile-node-9rsrs,azurefile,app,1m,22Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azurefile-node-9rsrs,liveness-probe,app,1m,17Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azurefile-node-9rsrs,node-driver-registrar,app,1m,14Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azurefile-node-sfth7,azfilesrefresh,app,3m,41Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azurefile-node-sfth7,azurefile,app,1m,21Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azurefile-node-sfth7,liveness-probe,app,1m,13Mi
2026-05-16T12:23:04.270855+00:00,kube-system,csi-azurefile-node-sfth7,node-driver-registrar,app,1m,12Mi
2026-05-16T12:23:04.270855+00:00,kube-system,konnectivity-agent-646b655cfc-8b9wj,konnectivity-agent,app,3m,25Mi
2026-05-16T12:23:04.270855+00:00,kube-system,konnectivity-agent-646b655cfc-xlzkp,konnectivity-agent,app,3m,27Mi
2026-05-16T12:23:04.270855+00:00,kube-system,konnectivity-agent-autoscaler-95f4794f-j5m9r,autoscaler,app,1m,12Mi
2026-05-16T12:23:04.270855+00:00,kube-system,kube-proxy-9pjb8,kube-proxy,app,2m,37Mi
2026-05-16T12:23:04.270855+00:00,kube-system,kube-proxy-w4zbl,kube-proxy,app,3m,29Mi
2026-05-16T12:23:04.270855+00:00,kube-system,metrics-server-5f5fbb69b-56cz7,metrics-server,app,3m,28Mi
2026-05-16T12:23:04.270855+00:00,kube-system,metrics-server-5f5fbb69b-56cz7,metrics-server-vpa,app,1m,14Mi
2026-05-16T12:23:04.270855+00:00,kube-system,metrics-server-5f5fbb69b-w5njw,metrics-server,app,3m,28Mi
2026-05-16T12:23:04.270855+00:00,kube-system,metrics-server-5f5fbb69b-w5njw,metrics-server-vpa,app,1m,16Mi
2026-05-16T12:23:04.270855+00:00,rq21-ab-c2-client,benchmark-client,client,app,108m,2Mi
2026-05-16T12:23:04.270855+00:00,rq21-ab-c2-strict,chain-2svc-mesh-strict-mtls-no-authz-svc-1-75998f866d-k988j,inference,app,235m,235Mi
